sep=;
valueInCurrency;valueToReimburse;VatAvgRate;currency;dayInvoice;hourInvoice;dayCreation;hourCreation;Name_EN;merchantCountry;merchantCity;hasPhoto;MerchantName;Source;validated
228;228;6;SEK;Saturday;15;Monday;9;Transportation;SE;null;false;Ul;13;1
219;219;6;SEK;Sunday;14;Tuesday;13;Transportation;SE;null;false;Prive Accol;13;1
60;60;null;EUR;Thursday;15;Thursday;16;Miscellaneous;ES;Barcelona;false;Order Details;12;1
127,43;127,43;20;EUR;Monday;14;Monday;16;Diesel;FR;villards sur thones;false;Intermarche;12;1
79,2;79,2;20;EUR;Friday;13;Saturday;9;Diesel;FR;villards sur thones;false;Intermarche;12;1
120;120;null;EUR;Thursday;11;Wednesday;23;Flight;FR;null;false;null;11;1
81,17;81,17;20;EUR;Monday;14;Tuesday;11;Diesel;FR;null;false;Leclerc;13;1
25,02;25,02;20;EUR;Monday;11;Tuesday;18;Equipment;FR;null;false;null;11;1
26,06;26,06;20;EUR;Tuesday;0;Friday;15;Fuel;FR;Guipavas;false;Super U;13;1
25;25;null;TND;Wednesday;11;Wednesday;9;Fuel;TN;null;false;null;11;1
80;80;11,1;EUR;Friday;12;Monday;8;Purchases of small equipment;FR;null;false;null;11;1
1328;1328;null;EUR;Thursday;8;Thursday;6;DIVERS;FR;null;false;null;11;1
46,8;46,8;null;EUR;Friday;6;Friday;8;Parking;FR;;false;Calendly;0;1
200;200;null;EUR;Tuesday;10;Tuesday;20;Flight;FR;null;false;null;11;1
105,5;105,5;5,5;EUR;Tuesday;20;Tuesday;20;Meals;FR;null;false;null;11;1
9,8;9,8;20;EUR;Monday;14;Friday;14;Toll;FR;null;false;Cofiroute;13;1
82,51;82,51;19;EUR;Monday;15;Monday;17;Fuel;DE;Wuppertal;false;Tankstellen Gmbh;12;1
41,99;41,99;20;EUR;Tuesday;4;Wednesday;6;TÃ©lÃ©phone;FR;Cette;false;Bouygues Telecom;12;1
54,1;54,1;null;EUR;Monday;15;Tuesday;9;Fuel;FR;;false;Dacci;13;1
100,73;100,73;21;EUR;Saturday;5;Thursday;14;Materiales CON IVA;ES;Madrid;false;Usuariosteleco;0;1
161,55;161,55;null;CHF;Saturday;23;Sunday;17;Other staff costs;CH;Thoiry;false;Acceo;11;1
75,2;75,2;null;EUR;Friday;19;Monday;9;Transportation;FR;Mantes La Jolie;false;D'achat;11;1
94,8;94,8;17;EUR;Monday;15;Monday;15;MatÃ©riel DÃ©p;LU;Luxembourg;false;Hornbach;13;1
146,9;146,9;17;EUR;Tuesday;8;Tuesday;7;MatÃ©riel DÃ©p;LU;Luxembourg;false;Hornbach;12;1
29,75;29,75;17;EUR;Monday;13;Monday;16;MatÃ©riel DÃ©p;LU;Luxembourg;false;Bulletin;12;1
3,77;3,77;17;EUR;Friday;12;Saturday;8;MatÃ©riel DÃ©p;LU;Luxembourg;false;Cfm;0;1
8,99;8,99;20;EUR;Friday;12;Friday;16;Phone;FR;;false;;12;1
54,99;54,99;20;EUR;Thursday;21;Tuesday;15;Phone;FR;Noisiel;false;Orange;0;1
6,65;6,65;null;EUR;Tuesday;8;Thursday;6;Postal charges;FR;;false;De Commande;13;1
100,6;100,6;null;EUR;Wednesday;14;Wednesday;14;Flat-rate indemnities;DE;null;false;null;11;1
6,21;6,21;null;TND;Thursday;12;Thursday;20;Meals;TN;;false;;13;1
4251;4251;10;TND;Monday;11;Monday;15;Fuel;TN;null;false;null;11;1
1434,86;1434,86;null;EUR;Thursday;10;Friday;10;Equipment;FR;Paris;false;NumÃ©ro De;11;1
856;856;null;EUR;Monday;11;Monday;14;Transportation;FR;null;false;null;11;1
69,8;69,8;7,7;CHF;Friday;18;Tuesday;12;Computer fees;CH;null;false;Linkedin Ireland Unlimited;11;1
52,45;52,45;null;EUR;Friday;10;Friday;11;Mileage expense;FR;Vesoul;true;null;13;1
113;113;null;EUR;Thursday;19;Saturday;14;Lunch;FR;Bordeaux;true;Ifrsiso;13;1
116,34;116,34;null;EUR;Thursday;11;Tuesday;14;Frais kilometriques;FR;Aix-en-Provence;true;null;11;1
35,55;35,55;null;EUR;Thursday;11;Wednesday;10;RECEPTION;FR;Cholet;false;La boucherie;11;1
38,2;38,2;12,1;EUR;Monday;0;Monday;13;RECEPTION;FR;La Rochelle;false;La Trattoria;12;1
30;30;10;EUR;Thursday;11;Thursday;15;RECEPTION;FR;Saint Nazaire;false;Le Chiuee's Bistrotisserie;12;1
61,63;61,63;0,935;EUR;Thursday;10;Monday;15;RECEPTION;FR;Saint AndrÃ© de la Marche;false;IntermarchÃ©;11;1
48,65;48,65;null;EUR;Friday;11;Monday;9;Taxi;FR;Puteaux;false;Uber;13;1
57,12;57,12;null;EUR;Wednesday;11;Wednesday;13;Mileage expense;FR;;false;null;null;1
66,9;66,9;20;EUR;Thursday;19;Thursday;16;Equipment;FR;OrlÃ©ans;false;Power Manutention;11;1
5432;1000;null;EUR;Wednesday;10;Wednesday;16;Entretien rÃ©paration autre vÃ©hicule pro;FR;null;true;null;11;1
153,66;153,66;null;EUR;Tuesday;0;Sunday;21;Mileage expense;FR;60 Rue de Saint Cyr, Lyon, France;false;null;13;1
168,35;168,35;null;EUR;Thursday;0;Thursday;7;Mileage expense;FR;Avenue Bourgelat, Marcy-l'Ã‰toile, France;false;null;13;1
329;329;null;EUR;Monday;11;Wednesday;10;Services;FR;null;false;null;11;1
200;200;20;EUR;Friday;11;Friday;18;Flight;FR;null;false;null;11;1
11,3;11,3;8,8;EUR;Tuesday;10;Friday;19;Transportation;FR;Marseille;false;Autogrill-cote France;12;1
22,57;22,57;11,1;EUR;Wednesday;18;Wednesday;17;Meals;FR;Saint Ã‰tienne;false;Jean JaurÃ¨s;12;1
33,48;33,48;16,6;EUR;Thursday;20;Wednesday;17;Meals;FR;Saint Ã‰tienne;false;Restaurant Au Bureau;12;1
796,5;796,5;null;EUR;Monday;12;Monday;13;Handling/Landing AC;SK;Kosice;false;Tatrabanka A.s;13;1
617,13;617,13;null;EUR;Tuesday;8;Tuesday;13;Handling/Landing AC;RO;Bucharest;false;George;13;1
17;17;null;EUR;Saturday;11;Saturday;14;Handling/Landing AC;FR;Aulnay Sous Bois;false;Minit France;13;1
1410,59;1410,59;null;BHD;Saturday;5;Thursday;15;Handling/Landing AC;BH;;false;Halabahrain;0;1
27;27;null;EUR;Friday;10;Friday;11;Services;FR;Lyon;true;W Cb Comptant;null;1
12,3;12,3;12,9;EUR;Wednesday;13;Friday;7;Meals;FR;;true;Franci;13;1
150;150;30;EUR;Thursday;11;Thursday;4;Flight;DE;null;false;null;11;1
21,19;21,19;null;EUR;Monday;11;Monday;16;Meals;BE;Amsterdam;false;Thanks For Ordering Elie;13;1
21;21;null;EUR;Wednesday;20;Wednesday;20;Meals;FR;;false;;13;1
19,3;19,3;1,241;EUR;Friday;10;Friday;14;Meals;FR;null;false;Serris Cafe;13;1
77;77;null;EUR;Thursday;10;Friday;11;Mail;FR;Rennes;false;35-renn Aimee;0;1
7,76;7,76;null;EUR;Thursday;11;Thursday;17;Mail;FR;Rennes;false;A2mo;0;1
30,74;30,74;1,245;CAD;Wednesday;13;Thursday;13;Services;CA;Halifax;false;PayÃ© En TotalitÃ©;11;1
26,04;26,04;null;EUR;Tuesday;14;Tuesday;14;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
32,98;32,98;null;EUR;Thursday;17;Thursday;17;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
26,72;26,72;null;EUR;Friday;13;Friday;13;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
17,04;17,04;null;EUR;Friday;8;Friday;8;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
17,44;17,44;null;EUR;Wednesday;21;Wednesday;21;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
34,44;34,44;null;EUR;Sunday;13;Sunday;13;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
16,09;16,09;null;EUR;Sunday;8;Sunday;8;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
21,54;21,54;null;EUR;Wednesday;14;Wednesday;14;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
15,7;15,7;null;EUR;Wednesday;20;Wednesday;20;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
9,59;9,59;null;EUR;Sunday;13;Sunday;13;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
8;8;null;EUR;Monday;7;Monday;7;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
13,64;13,64;null;EUR;Tuesday;19;Tuesday;19;Mileage expense;FR;Saint-Ã‰tienne-de-Crossey;true;null;12;1
3000;3000;12;SEK;Tuesday;11;Sunday;13;Lodging;SE;null;false;null;11;1
600;600;null;EUR;Saturday;10;Tuesday;13;APROD - DIVERS FRAIS PRODUCTION;ES;Ibiza;false;DIVERS FRAIS;11;1
19,9;19,9;10;EUR;Monday;12;Monday;12;Restaurant - Lunch;FR;null;false;Le Beuf Qui Rit;12;1
29,8;29,8;10;EUR;Tuesday;12;Tuesday;20;Restaurant - Lunch;FR;Quimper;false;L'aigle Royal;12;1
100,4;100,4;12,7;EUR;Friday;14;Saturday;10;Restaurant - Lunch;FR;Angers;false;La Fabrique;13;1
50,5;50,5;0,26;CHF;Tuesday;12;Tuesday;13;Office furniture;CH;GenÃ¨ve;false;Amavita;13;1
570,95;570,95;null;EUR;Monday;0;Monday;10;Mileage expense;FR;Marseille;true;null;13;1
38,72;38,72;null;EUR;Monday;12;Thursday;6;Meals;BE;;false;Uw Aanrekening Van;13;1
173;173;null;EUR;Friday;18;Tuesday;7;Transportation;FR;Paris;false;Sncf;11;1
6,9;6,9;null;EUR;Friday;11;Friday;8;Drinks;NL;null;false;null;11;1
206,8;206,8;13,3;EUR;Friday;13;Friday;19;External relations expenses;FR;null;false;le solange   59;13;1
189,98;189,98;10;EUR;Tuesday;7;Monday;17;Paris hotel;FR;Paris;false;HÃ´tel Splendid;12;1
14,1;14,1;null;INR;Wednesday;15;Tuesday;6;Meals;IN;Bangalore;false;Mojopizza;11;1
101,2;101,2;20;EUR;Tuesday;11;Sunday;14;Equipment;FR;Orvault;false;Castorama;12;1
106,49;106,49;20;EUR;Friday;13;Monday;17;Fuel;FR;Seclin;false;Ns Entreprise;13;1
83,5;83,5;1,446;EUR;Saturday;11;Saturday;13;Meals;DE;Frankfurt;false;Apfelwein Dax;13;1
208,46;208,46;20;EUR;Sunday;12;Sunday;12;Phone;FR;null;false;null;11;1
45;45;null;EUR;Monday;10;Monday;10;Diesel;FR;null;false;null;11;1
10;10;null;EUR;Saturday;12;Wednesday;12;Meals;ES;;false;SA.GA.GUI.SL;12;1
20,5;18;12,9;EUR;Monday;11;Monday;19;Repas seul Soir Province;FR;null;false;null;12;1
43,5;43,5;1,552;EUR;Monday;15;Monday;15;LUNCH;FR;Paris;false;Pizza Pino;null;1
200;200;19,6;EUR;Tuesday;11;Tuesday;10;LUNCH;FR;null;false;null;11;1
29,99;29,99;null;EUR;Friday;14;Tuesday;7;Postal charges;FR;Cette;false;Ups NÂº De;13;1
93,97;93,97;20;EUR;Thursday;19;Wednesday;14;Phone;FR;Suresnes;false;Orange;11;1
2,3;2,3;10;EUR;Wednesday;10;Wednesday;10;Meals;ES;Madrid;false;Ilunion;12;1
5,36;5,36;null;EUR;Friday;13;Friday;13;Frais kilomÃ©triques;FR;Alby-sur-ChÃ©ran;true;null;13;1
61,03;61,03;null;EUR;Thursday;11;Monday;16;Frais kilomÃ©triques;FR;Combronde;true;null;11;1
22,5;22,5;null;EUR;Friday;11;Saturday;11;Frais kilomÃ©triques;FR;Heyrieux;true;null;13;1
52,97;52,97;null;EUR;Tuesday;14;Tuesday;14;Frais kilomÃ©triques;FR;Lyon;true;null;13;1
10,66;10,66;null;EUR;Friday;22;Thursday;22;Frais kilomÃ©triques;FR;Alby-sur-ChÃ©ran;true;null;13;1
14,86;14,86;null;EUR;Monday;11;Wednesday;8;Frais kilomÃ©triques;FR;MontluÃ§on;true;null;11;1
12,29;12,29;null;EUR;Tuesday;11;Thursday;10;Frais kilomÃ©triques;FR;42;true;null;11;1
57,82;57,82;null;EUR;Friday;18;Friday;18;Mileage expense;FR;Avignon;true;null;13;1
44,99;44,99;20;EUR;Friday;3;Tuesday;16;Phone;FR;null;false;Orange;11;1
105;105;null;EUR;Thursday;11;Tuesday;8;BUDGET DELEGUE DA;FR;null;false;null;11;1
26;26;null;EUR;Tuesday;18;Tuesday;18;Mileage expense;FR;Sainte-Maure-de-Touraine;true;null;13;1
10,66;10,66;null;EUR;Wednesday;16;Thursday;13;Taxi;ES;;false;Matricula;13;1
150;150;30;EUR;Thursday;11;Thursday;16;Flight;DE;null;false;null;11;1
182,45;182,45;null;EUR;Sunday;0;Sunday;13;Mileage expense;FR;Marseille, France;false;null;null;1
27,88;27,88;null;EUR;Monday;11;Monday;9;Mileage expense;FR;SÃ¨te;false;null;11;1
93,69;93,69;null;EUR;Monday;10;Monday;15;Mileage expense;FR;Castres;false;null;11;1
137,65;137,65;null;EUR;Thursday;11;Thursday;14;Mileage expense;FR;Marseille;false;null;11;1
275,08;275,08;null;EUR;Saturday;11;Tuesday;7;Mileage expense;FR;Cannes, France;true;null;11;1
64,55;64,55;null;EUR;Saturday;10;Saturday;6;Mileage expense;FR;AlÃ¨s;true;null;11;1
240,01;240,01;null;EUR;Tuesday;0;Wednesday;7;Mileage expense;FR;Oraison, France;false;null;null;1
131,02;131,02;null;EUR;Monday;10;Tuesday;12;Mileage expense;FR;Narbonne;true;null;11;1
281,28;281,28;null;EUR;Saturday;11;Tuesday;8;Mileage expense;FR;Lyon;false;null;11;1
306,3;306,3;null;EUR;Friday;22;Monday;14;Evenmt Salti hors midi;FR;Boulogne;false;L'oule;13;1
21,07;21,07;null;EUR;Thursday;11;Thursday;13;Misc;FR;null;false;null;11;1
71,21;71,21;17;EUR;Thursday;16;Thursday;19;26-Fuel;LU;Rombach Martelange;false;Esso;12;1
130,69;130,69;20;EUR;Tuesday;9;Monday;19;26-Fuel;FR;Thonon Les Bains;false;Station Avia;13;1
17,87;17,87;null;TND;Wednesday;11;Monday;14;26-Fuel;TN;null;false;null;11;1
21,22;21,22;20;EUR;Tuesday;19;Thursday;9;26-Fuel;FR;Lyon;false;Sixt;11;1
6,26;6,26;null;TND;Tuesday;11;Wednesday;13;26-Fuel;TN;null;false;null;11;1
30,08;30,08;24;EUR;Monday;17;Wednesday;7;26-Fuel;GR;null;false;En Zezae & Xia O.e;11;1
53;53;null;EUR;Saturday;12;Saturday;17;Transportation;FR;Paris;false;Sncf;13;1
8;8;null;EUR;Thursday;10;Thursday;14;Parking;FR;null;false;null;11;1
25;25;null;TND;Wednesday;11;Wednesday;8;Flight;TN;null;false;null;11;1
4,8;4,8;5,5;EUR;Monday;7;Sunday;20;Meals;FR;Bordeaux;false;Paul;13;1
8,4;8,4;10;EUR;Saturday;13;Thursday;8;Meals;FR;Paris;false;Ientbelior;null;1
25,5;25,5;7,7;CHF;Monday;1;Tuesday;7;Phone;CH;Bern;false;Swisscom Rechnung;13;1
25,5;25,5;7,7;CHF;Tuesday;1;Tuesday;8;Phone;CH;Bern;false;Swisscom;13;1
25,5;25,5;7,7;CHF;Wednesday;2;Tuesday;12;Phone;CH;Bern;false;Swisscom;13;1
29,85;29,85;null;CHF;Tuesday;1;Friday;10;Phone;CH;Bern;false;Swisscom;13;1
938,7;938,7;null;EUR;Friday;10;Monday;9;Mileage expense;FR;Missillac;true;null;11;1
340,01;340,01;null;EUR;Monday;11;Wednesday;14;Mileage expense;FR;Martigues, France;true;null;11;1
319,13;319,13;null;EUR;Monday;11;Thursday;14;Mileage expense;FR;Marseille;true;null;11;1
60;60;21;EUR;Sunday;23;Thursday;15;Fuel;ES;Monesterio;false;Solfed C;13;1
85;85;null;EUR;Monday;11;Tuesday;17;Avion facturable;FR;Paris;false;Sncf;11;1
89,81;89,81;null;EUR;Wednesday;10;Wednesday;10;Taxi;FR;;false;;13;1
20;20;null;EUR;Saturday;11;Tuesday;23;Diner;ES;null;false;null;11;1
120;120;null;TND;Thursday;11;Thursday;13;Entertainment;TN;null;false;null;11;1
299,99;299,99;20;EUR;Friday;3;Saturday;13;Equipment;FR;Bondy;false;Darty;11;1
20;20;null;EUR;Thursday;7;Wednesday;14;Automotive fuel;FR;Maurepas;false;Sarl Dr-cb;13;1
40;40;10;EUR;Friday;10;Sunday;20;Meals;FR;null;true;null;11;1
47;47;20;EUR;Tuesday;3;Thursday;16;Equipment;FR;Bordeaux;false;Drive;11;1
27,2;27,2;0,893;EUR;Wednesday;11;Wednesday;21;Meals;FR;Versailles;false;Bagelstein (montigny;13;1
134;134;10;EUR;Thursday;11;Thursday;15;Meals - dinner;FR;null;false;null;11;1
45,36;45,36;null;VND;Friday;5;Monday;11;15-Representation, entertainment and reception expenses;VN;Thuong;false;H? Kinh Doanh Vy Th? Thao;11;1
1100;1100;2,941;EUR;Tuesday;3;Tuesday;17;15-Representation, entertainment and reception expenses;FR;Paris;false;Profit Disco;11;1
10;10;null;EUR;Monday;7;Wednesday;9;15-Representation, entertainment and reception expenses;FR;Paris;false;Com Eat;13;1
84,62;84,62;null;EUR;Wednesday;11;Wednesday;15;15-Representation, entertainment and reception expenses;IT;null;false;null;11;1
46,88;46,88;0,214;CHF;Monday;16;Thursday;10;15-Representation, entertainment and reception expenses;CH;Vernier;false;Pour Moi Et Pour Toi;13;1
3,03;3,03;null;EUR;Wednesday;11;Friday;10;Mileage expense;FR;Dijon;true;null;11;1
9,57;9,57;null;EUR;Wednesday;11;Saturday;11;Mileage expense;FR;Grozon;true;null;11;1
27,6;27,6;10;EUR;Saturday;20;Tuesday;16;Meals;ES;Mataro;false;Casa Pepe;11;1
175,92;175,92;null;USD;Wednesday;12;Wednesday;21;Meals;US;Livonia;false;Or Letras Over Diamond P Pay Down;13;1
200;200;20;EUR;Monday;11;Monday;3;Flight;FR;null;false;null;11;1
30;30;null;EUR;Friday;11;Friday;14;Taxi Charges;FR;null;false;null;11;1
200,48;200,48;20;GBP;Monday;18;Tuesday;15;Lodging;GB;London;false;Hilton;null;1
12;12;null;EUR;Wednesday;11;Wednesday;9;Diesel;FR;null;false;null;11;1
35;35;null;EUR;Saturday;10;Monday;15;Plus SÃ¡bado;ES;null;false;null;11;1
53,28;53,28;20;EUR;Wednesday;18;Thursday;5;Carburant gasoil;FR;Yvetot;true;E.leclerc;12;1
63,5;63,5;20;EUR;Wednesday;11;Friday;8;Carburant gasoil;FR;null;false;null;11;1
100,1;100,1;20;EUR;Monday;16;Tuesday;9;Carburant gasoil;FR;Saint Avold;false;Station Cora Saint Avold;13;1
30,78;30,78;null;EUR;Tuesday;22;Wednesday;8;Carburant gasoil;FR;null;false;AvÃ­a L Clda;12;1
12;12;null;EUR;Wednesday;10;Wednesday;14;Diesel;FR;null;false;null;11;1
161,89;161,89;null;USD;Monday;10;Monday;7;Misc;FR;Antony;false;FDA;11;1
75;75;0;EUR;Wednesday;5;Wednesday;11;Misc;FR;Paris;false;CCI;12;1
7,61;7,61;null;EUR;Monday;10;Tuesday;10;Divers;FR;Savenay;false;Action;13;1
23,16;23,16;null;EUR;Tuesday;12;Tuesday;7;Divers;FR;PACE;false;Cora;12;1
264;264;20;EUR;Thursday;11;Thursday;7;Services;FR;Aix En Provence;false;Hb Digital Consult;11;1
100;100;null;EUR;Friday;10;Friday;13;Fuel;FR;null;false;null;11;1
437,91;437,91;null;EUR;Friday;11;Friday;7;Mileage expense;FR;Ramsay SantÃ©, Rue Mstislav Rostropovitch, Paris, France;true;null;11;1
303,3;303,3;null;EUR;Saturday;10;Sunday;16;Mileage expense;FR;Courcouronnes;false;null;11;1
6;6;10;EUR;Wednesday;15;Thursday;8;Meals;FR;Nice;false;Lagardere Travel Retail France;12;1
18;18;null;EUR;Monday;11;Tuesday;11;Parking;ES;null;false;null;11;1
15,45;15,45;null;EUR;Tuesday;12;Monday;15;Parking;ES;Madrid;false;Indigo;12;1
82,6;82,6;null;EUR;Thursday;12;Friday;22;Meals;ES;;false;ForeÃ±o;12;1
634,04;634,04;null;EUR;Wednesday;0;Monday;13;Car;US;Las Vegas;false;Hertz;11;1
252,82;252,82;null;USD;Tuesday;16;Wednesday;4;Telecommunication costs;US;Mobile;false;T-mobile;11;1
10,2;10,2;null;EUR;Monday;0;Tuesday;12;Flight;FR;null;false;null;null;1
16;16;null;EUR;Monday;7;Monday;7;Home Office;FR;null;false;null;12;1
16;16;null;EUR;Monday;11;Monday;8;Home Office;FR;null;false;null;11;1
16;16;null;EUR;Friday;10;Saturday;9;Home Office;FR;null;false;null;11;1
16;16;null;EUR;Wednesday;11;Wednesday;9;Home Office;FR;null;false;null;11;1
16;16;null;EUR;Thursday;11;Thursday;8;Home Office;FR;null;false;null;11;1
16;16;null;EUR;Wednesday;10;Wednesday;14;Home Office;FR;null;false;null;11;1
16;16;null;EUR;Sunday;9;Wednesday;9;Home Office;FR;null;false;null;13;1
301,53;301,53;null;EUR;Friday;10;Monday;8;Mileage expense;FR;Saint-Lambert-la-Potherie;true;null;11;1
604,32;604,32;null;EUR;Wednesday;10;Thursday;8;Mileage expense;FR;UniversitÃ© de Limoges, Rue FranÃ§ois Mitterrand, Limoges, France;true;null;11;1
1458,27;1458,27;null;EUR;Wednesday;9;Wednesday;9;Mileage expense;FR;Saint-Gratien;true;null;12;1
54;54;null;TND;Wednesday;10;Wednesday;10;Fuel;TN;;false;;13;1
98;98;null;EUR;Friday;13;Friday;13;Frais d'actes;FR;Paris;false;Department Of Foreign Affairs And Trade;11;1
10,2;10,2;null;EUR;Thursday;16;Thursday;16;Flight;FR;null;false;null;null;1
40;40;19;EUR;Tuesday;11;Tuesday;14;Office Supplies;DE;null;false;null;11;1
9,05;9,05;null;EUR;Friday;0;Friday;18;Mileage expense;FR;Paris;true;null;12;1
5,78;5,78;null;EUR;Monday;13;Wednesday;9;Others;PT;Paco De Arcos;false;Auchan;12;1
10,2;10,2;null;EUR;Friday;15;Thursday;15;Flight;FR;null;false;null;null;1
90;39,5;11,4;EUR;Wednesday;11;Friday;8;Repas avec 1 client;FR;;false;Les ToquÃ©s;12;1
27,4;27,4;11,7;EUR;Friday;10;Monday;14;Repas avec 1 client;FR;Lassay les ChÃ¢teaux;false;Restaurant Du Chateau;12;1
39;39;10;EUR;Tuesday;11;Wednesday;14;Repas avec 1 client;FR;Poitiers;false;Le Bistrot Du MarchÃ©;12;1
46;46;10;EUR;Monday;13;Tuesday;15;Meals;FR;;false;Maison A Colonnes;12;1
62;62;20;EUR;Thursday;8;Tuesday;12;Parking;FR;Paris;false;Smart Park;12;1
82,36;82,36;21;EUR;Monday;22;Tuesday;11;Fuel;ES;Barcelona;false;Bar Verona;12;1
10,2;10,2;null;EUR;Monday;16;Monday;16;Flight;FR;null;false;null;null;1
6,7;6,7;10;EUR;Wednesday;10;Wednesday;10;Meals;FR;Bayonne;false;Sarl Giraldi;13;1
37;37;11,9;EUR;Tuesday;19;Sunday;9;Meals;FR;Nancy;false;Pub Mac'carthy;13;1
40,49;40,49;null;EUR;Tuesday;13;Wednesday;8;Equipment;FR;Caen;false;Cora;13;1
231,07;231,07;null;EUR;Wednesday;23;Thursday;13;Flight;RS;Belgrade;false;Air Airserbia RÃ©fÃ©rence De RÃ©servation;13;1
300;100;null;EUR;Monday;11;Monday;5;HÃ´tel autres sites;FR;null;false;null;11;1
274,1;274,1;11,2;EUR;Tuesday;11;Tuesday;12;Restaurant;FR;Carcassonne;false;Les Planches;13;1
22;22;null;EUR;Friday;10;Friday;16;Carburant diesel;FR;null;false;null;11;1
12,49;12,49;null;EUR;Friday;11;Saturday;12;Mileage expense;FR;Auxerre;true;null;11;1
35;20;20;EUR;Tuesday;11;Tuesday;12;Trousers;FR;null;false;null;11;1
6,3;6,3;10;EUR;Thursday;6;Friday;12;Meals;FR;;false;Hippopotamus;12;1
29,9;29,9;0,617;EUR;Wednesday;6;Wednesday;8;Meals;FR;Istres;false;Sarl Artemis;13;1
4;4;0;EUR;Monday;14;Monday;16;Equipment;ES;AlmerÃ­a;false;Antonio M. Mendez Rubio;12;1
125;125;null;EUR;Thursday;11;Thursday;16;Lunch (Province);FR;null;false;null;11;1
34,13;34,13;null;CAD;Saturday;11;Thursday;12;Meals;CA;MontrÃ©al;false;Releve De Transaction;11;1
151;50;null;EUR;Thursday;3;Wednesday;8;Meals;DE;Frankfurt;false;Kundenbeleg;11;1
34,9;34,9;null;EUR;Friday;16;Friday;14;Buro supplies;BE;Mons;false;Krefel;13;1
44,42;44,42;null;CAD;Thursday;16;Thursday;16;Phone;CA;null;false;null;13;1
39,44;39,44;5,5;EUR;Thursday;12;Monday;14;Meals;FR;;false;PremiÃ¨res Commandes;13;1
42,68;42,68;5,5;EUR;Tuesday;12;Tuesday;20;Meals;FR;;false;Commandes Votre Ami Profitera;13;1
29;29;20;EUR;Monday;10;Wednesday;2;Postal charges;FR;Bonneville;false;La Poste;12;1
9,99;5;null;EUR;Tuesday;10;Monday;11;Phone subscription;FR;null;false;null;11;1
19,99;9,99;null;EUR;Sunday;11;Wednesday;21;Phone subscription;FR;null;false;null;11;1
19,99;9,99;null;EUR;Tuesday;11;Wednesday;21;Phone subscription;FR;null;false;null;11;1
150;150;30;EUR;Tuesday;11;Tuesday;16;Flight;DE;null;false;null;11;1
100;20;null;EUR;Wednesday;11;Wednesday;4;Car;FR;null;false;null;11;1
47,6;47,6;9,7;EUR;Wednesday;7;Tuesday;8;Meals;FR;Saint Louis;false;Paul;12;1
141,79;141,79;21;EUR;Sunday;14;Friday;20;Misc;ES;Almonte;false;ES ALMONTE SL;11;1
63;63;null;EUR;Wednesday;10;Friday;19;BUSINESS LUNCH;FR;null;false;null;11;1
8;8;20;EUR;Tuesday;11;Tuesday;10;Parking;FR;null;false;null;11;1
10,2;10,2;null;EUR;Tuesday;15;Tuesday;15;Flight;FR;null;false;null;null;1
462,55;462,55;null;USD;Monday;20;Monday;17;Traveling expenses;US;null;false;null;11;1
2215,74;2215,74;null;USD;Thursday;19;Thursday;14;Traveling expenses;US;null;false;null;11;1
72,8;72,8;10;EUR;Wednesday;3;Thursday;5;Lodging;FR;Reims;false;Hotel Cecyl L.k.s.;12;1
8,18;8,18;null;PLN;Thursday;13;Thursday;13;Lunch Expense;PL;Warszawa;false;Costa CafÃ©;13;1
55,44;55,44;20;EUR;Wednesday;13;Monday;12;Services;FR;Paris;false;Greffe Du Tribunal De Commerce;13;1
816;816;20;EUR;Thursday;9;Friday;9;Congress Seminar Trade Show registration;FR;Paris;false;QUANTIXX SARL;11;1
148;148;null;EUR;Friday;10;Friday;17;Frais kilomÃ©triques;FR;Sens;true;null;11;1
8,1;8,1;10;EUR;Thursday;4;Tuesday;16;Meals;FR;null;false;Ssp France;null;1
42,28;42,28;null;CAD;Tuesday;17;Tuesday;17;18 Taxi - Late/Local Event;CA;null;false;null;11;1
22,23;22,23;null;CAD;Thursday;17;Thursday;22;18 Taxi - Late/Local Event;CA;null;false;null;11;1
26,37;26,37;13;CAD;Thursday;0;Friday;15;18 Taxi - Late/Local Event;CA;Toronto;false;Uber;0;1
271;271;2,185;EUR;Tuesday;19;Thursday;16;Meals;DE;MÃ¼nchen;false;Restaurant-acetaia;13;1
150;150;30;EUR;Friday;11;Friday;3;Flight;DE;null;false;null;11;1
8;8;null;EUR;Wednesday;10;Friday;11;Parking;FR;tours;false;hotel criden;11;1
1601,23;1601,23;null;EUR;Wednesday;11;Wednesday;15;Mileage expense;FR;Ã‰vry-Courcouronnes;true;null;11;1
