sep=;
valueInCurrency;valueToReimburse;VatAvgRate;currency;dayInvoice;hourInvoice;dayCreation;hourCreation;Name_EN;merchantCountry;merchantCity;hasPhoto;MerchantName;Source;validated
62,82;62,82;7;SGD;Monday;18;Tuesday;15;I- Meal;SG;Singapore;false;Nozomi;13;0
45,65;45,65;null;EUR;Tuesday;10;Wednesday;15;Mileage expense;FR;Saint-Jean-de-Braye;true;null;11;0
16,9;16,9;8,6;EUR;Tuesday;10;Sunday;16;Reception groupe;FR;Les Ponts De Ce;false;Boulangerie;13;0
27,59;27,59;null;EUR;Wednesday;10;Thursday;9;Mileage expense;FR;Conflans-Sainte-Honorine;true;null;11;0
29,96;29,96;5,5;EUR;Monday;17;Wednesday;9;Repas GÃ®te;FR;Muret;true;IntermarchÃ©;12;0
40,04;40,04;20;EUR;Saturday;14;Friday;14;Fuel;FR;;false;Auchan;13;0
68,84;68,84;null;EUR;Friday;10;Friday;8;Mileage expense;FR;Die;true;null;11;0
129,16;129,16;null;EUR;Saturday;11;Saturday;10;Mileage expense;FR;Rennes;true;null;11;0
47,42;47,42;20;EUR;Sunday;13;Sunday;13;Office materials;FR;;false;Amazon;12;0
92,26;92,26;null;EUR;Monday;12;Monday;15;Frais bancaires;FR;;false;Je Soussinque Julien Fouchet;13;0
20;20;20;EUR;Sunday;8;Monday;21;Services;FR;;false;Lavage Clairy's;12;0
19,6;18;1,47;EUR;Thursday;22;Friday;7;Lunch province;FR;;true;La Cle De La Presqu'ile;13;0
16,46;16,46;5,6;EUR;Tuesday;0;Tuesday;11;Lunch province;FR;FougÃ¨res;false;Carrefour;13;0
75,2;37,6;null;EUR;Friday;10;Thursday;10;Transportation;FR;null;false;null;11;0
15,35;15,35;10;EUR;Wednesday;12;Thursday;16;DÃ©jeuner;FR;Rumilly;false;Joseph O;11;0
513,68;513,68;20;EUR;Tuesday;0;Tuesday;15;Car;FR;Marne la vallÃ©e;false;Le DÃ©tour;12;0
4;4;null;EUR;Tuesday;4;Friday;5;VÃ©hicule - Parking;FR;null;false;null;12;0
10;10;null;EUR;Thursday;7;Wednesday;21;Taxi/VTC;FR;Conflans;false;Sncf;13;0
9,81;9,81;9,5;EUR;Wednesday;20;Thursday;20;Meals;FR;;false;;12;0
13,78;13,78;10;EUR;Monday;10;Monday;15;Meals;FR;;false;Hippopotamus;13;0
21,97;21,97;null;EUR;Friday;14;Friday;14;Fligh;FR;Lyon;true;Uber;0;0
17,25;8,63;20;EUR;Thursday;10;Thursday;14;Public transport subscription;FR;null;false;null;11;0
27,08;27,08;20;EUR;Sunday;1;Thursday;8;Phone;FR;Paris;false;Orange;12;0
67,06;67,06;null;EUR;Tuesday;11;Tuesday;9;Mutation package;FR;null;false;null;11;0
156,94;156,94;null;EUR;Thursday;10;Thursday;6;Mileage expense;FR;ANGOULEME;true;null;11;0
55,83;55,83;null;EUR;Saturday;11;Friday;16;Mileage expense;FR;Bordeaux;true;null;11;0
75,2;75,2;10;EUR;Saturday;20;Monday;15;Transportation;FR;Cergy Pontoise;false;Agence Avis;12;0
1,45;1,45;null;EUR;Thursday;14;Thursday;7;Abonnement transport MENSUEL: quote-part;FR;Paris;false;RATP;13;0
42,6;42,6;10;EUR;Tuesday;5;Wednesday;7;Meals night;FR;Laxou;false;Mama Betty;13;0
54,41;54,41;null;EUR;Thursday;10;Friday;16;KilomÃ¨tres;FR;Tarbes;true;null;11;0
22,6;22,6;null;EUR;Tuesday;21;Sunday;19;Restauration soir;FR;;false;Steak House;13;0
10,2;15,8;7,6;EUR;Monday;10;Monday;10;Repas seul;FR;Bochamp Les Laval;false;La Galerie Des Saveurs;12;0
49,2;49,2;null;EUR;Tuesday;6;Monday;7;Train;FR;Saint Michel;false;SNCF;11;0
16,51;16,51;null;EUR;Thursday;13;Sunday;20;Consumables Purchase (integrated to production);FR;null;false;null;11;0
104;104;null;EUR;Friday;0;Tuesday;15;01 HOTEL SEUL;FR;Belfort;false;Ibis Hotel;12;0
16,8;16,8;10;EUR;Tuesday;6;Thursday;18;Lodging;FR;Saran;false;Gho Orleans Nord Saran;12;0
611;611;2,257;EUR;Tuesday;23;Wednesday;10;Meals;FR;Paris;false;Restaurant Sais;13;0
30;16;null;EUR;Friday;11;Saturday;10;Meals;FR;null;false;null;11;0
10,53;10,53;null;EUR;Thursday;11;Tuesday;8;Mileage expense;FR;Bourg-en-Bresse;false;null;11;0
20,84;20,84;null;EUR;Tuesday;10;Tuesday;10;Mileage expense;FR;LYON;false;null;null;0
173,99;173,99;null;EUR;Wednesday;0;Tuesday;14;Mileage expense;FR;Montpellier;true;null;11;0
131,13;131,13;null;EUR;Monday;13;Monday;14;Flight;FR;;false;Airfrance;13;0
150;150;null;EUR;Tuesday;10;Tuesday;13;Challenge expenses;FR;null;false;null;11;0
142,5;142,5;11,6;EUR;Monday;11;Monday;16;Meals;FR;chauray;false;Restaurantlavirgule;12;0
118,5;118,5;10;EUR;Wednesday;10;Wednesday;11;Meals;FR;null;false;null;11;0
4,2;4,2;null;EUR;Tuesday;0;Wednesday;18;PEAGE;FR;Saintes;true;Asf;13;0
32,5;32,5;10;EUR;Monday;15;Monday;15;03 - Business meal with guest - Lunch;FR;;false;;12;0
417,01;417,01;null;EUR;Sunday;23;Friday;14;Fuel;FR;Brest;false;Excel Automobiles;13;0
20;19,4;6,9;EUR;Friday;11;Sunday;10;Meals;FR;;false;Station Avia;12;0
89;89;null;EUR;Wednesday;11;Wednesday;13;Misc;ES;null;false;null;11;0
41,01;41,01;null;EUR;Thursday;0;Friday;8;Mileage expense;FR;Troyes;true;null;13;0
5,42;5,42;null;EUR;Thursday;11;Saturday;13;Mileage expense;FR;18 Rue Davout, Dijon, France;true;null;11;0
51,6;51,6;null;EUR;Monday;10;Thursday;11;Train;FR;Paris;false;Sncf;0;0
99;99;10;EUR;Friday;12;Sunday;12;Training meal;FR;Lille;false;Anka;13;0
44,33;44,33;null;EUR;Wednesday;11;Thursday;13;Consumable Reception Miscellaneous;FR;null;false;null;11;0
2,87;2,87;null;EUR;Thursday;11;Thursday;10;Mileage expense;FR;Montpellier;true;null;11;0
61,5;61,5;null;EUR;Wednesday;11;Saturday;12;Repas avec invitÃ© Midi;FR;null;false;null;11;0
6,43;6,43;10;EUR;Tuesday;15;Wednesday;12;Dinner;FR;Paris;false;Starbucks;11;0
61,56;61,56;null;EUR;Tuesday;10;Tuesday;11;Mileage expense;FR;Arras;true;null;11;0
42,72;42,72;null;EUR;Friday;11;Monday;13;Toll;ES;null;false;null;11;0
28,11;28,11;null;EUR;Friday;10;Friday;11;Mileage expense;FR;Amiens;false;null;11;0
26,4;26,4;null;EUR;Thursday;6;Tuesday;8;Equipment;FR;Neuilly;false;CrÃ©dit Agricole;12;0
9,4;9,4;null;EUR;Tuesday;7;Monday;7;"DEJEUNER ""SANS JUSTIFICATIF""";FR;;false;;12;0
207,3;207,3;null;EUR;Tuesday;11;Tuesday;9;Parking;FR;null;false;null;11;0
54,26;54,26;null;EUR;Friday;11;Friday;11;Fuel;FR;null;false;null;null;0
3,1;3,1;null;EUR;Sunday;23;Friday;12;Business Travel;FR;null;true;Visa Corporate;13;0
16,3;16,3;10;EUR;Wednesday;10;Wednesday;8;Beverages;FR;null;false;Le Beaupre;13;0
35,83;35,83;null;EUR;Tuesday;10;Wednesday;16;Misc;FR;null;false;null;11;0
8,5;8,5;null;EUR;Thursday;12;Thursday;12;LUNCH GIFT;FR;null;false;null;13;0
537,04;537,04;null;EUR;Thursday;19;Thursday;19;Internet;IE;;false;;13;0
20;20;10;EUR;Wednesday;21;Sunday;14;RESTAURATION MIDI PARIS/ BANLIEUE;FR;paris;false;null;12;0
7,2;7,2;20;EUR;Wednesday;16;Sunday;12;03 PEAGE PARKING;FR;BesanÃ§on;false;Autoroutes Paris-rhin-rhÃ´ne;13;0
149,06;149,06;null;EUR;Friday;14;Thursday;14;Mileage expense;FR;Lagord;true;null;12;0
14,04;14,04;null;EUR;Tuesday;11;Wednesday;8;Mileage expense;FR;Melle;false;null;11;0
90;90;20;EUR;Tuesday;17;Wednesday;13;Buy equipment / Supplies / Consumables;FR;Bordeaux;false;Cdiscount- Cdiscount. Com- Cdiscount Pro - 3w Regi;13;0
3,8;3,8;null;EUR;Friday;11;Monday;13;Restauration Midi;FR;null;false;null;11;0
34,82;34,82;null;EUR;Friday;0;Friday;19;4- Mileage expense;FR;VillabÃ©;true;null;12;0
2013,75;2013,75;null;EUR;Tuesday;10;Tuesday;6;Mileage expense;FR;2 Avenue du Patis, 78680 Ã‰pÃ´ne, France;true;null;11;0
14,9;14,9;10,6;EUR;Wednesday;10;Wednesday;15;Dinner France;FR;;false;Le Newton;13;0
75,8;75,8;null;EUR;Thursday;11;Wednesday;13;Receiving external (noon);FR;null;false;null;11;0
18,4;18,4;null;EUR;Thursday;11;Thursday;10;Invitations clients/fournisseurs;FR;Orvault;false;Leclerc;12;0
85,2;85,2;null;EUR;Wednesday;15;Wednesday;17;Invitations clients/fournisseurs;FR;;false;Au Coq En PÃ¢te;12;0
224,74;224,74;null;EUR;Saturday;10;Saturday;8;Mileage expense;FR;Bourganeuf;true;null;11;0
114,14;114,14;null;EUR;Wednesday;11;Thursday;10;Mileage expense;FR;Limoges;true;null;11;0
27,55;27,55;null;EUR;Wednesday;10;Tuesday;16;Mileage expense;FR;Clermont-Ferrand;true;null;11;0
163,5;163,5;null;EUR;Thursday;10;Friday;6;Lunch Province;FR;null;false;null;11;0
37,5;37,5;null;EUR;Saturday;11;Saturday;7;Mileage expense;FR;Champigneulles;true;null;11;0
152,8;152,8;null;EUR;Saturday;11;Monday;11;Mileage expense;FR;Avesnelles;true;null;11;0
9,8;9,8;20;EUR;Wednesday;10;Friday;14;Toll;FR;null;false;null;11;0
8,3;8,3;10;EUR;Monday;11;Monday;7;Transportation;FR;;false;Ratp;12;0
10,6;10,6;20;EUR;Tuesday;18;Friday;9;Peage;FR;Tinqueux;false;Sanef;11;0
30,93;30,93;null;EUR;Thursday;10;Saturday;15;Mileage expense;FR;RUNGIS;true;null;11;0
13;13;null;EUR;Thursday;22;Thursday;14;Train;FR;Lyon;false;La Poste;11;0
93,11;93,11;null;EUR;Tuesday;13;Monday;14;Hotel;FR;null;false;Booking.com;11;0
11,96;11,96;null;EUR;Tuesday;10;Monday;14;45 Teleworking Delivery Cost INMAC;FR;null;true;inmac;11;0
163,16;163,16;null;EUR;Tuesday;10;Thursday;16;Mileage expense;FR;Rodez;true;null;11;0
5,7;5,7;null;EUR;Sunday;17;Sunday;17;Mileage expense;FR;Ploufragan;true;null;13;0
772;772;null;EUR;Tuesday;10;Tuesday;10;Mileage expense;FR;QUINTIN;true;null;11;0
10,34;10,34;null;EUR;Friday;11;Wednesday;14;Mileage expense;FR;PlounÃ©vez-MoÃ«dec;true;null;11;0
187,3;187,3;null;EUR;Friday;10;Friday;9;Mileage expense;FR;Callac;true;null;11;0
64,02;64,02;20;EUR;Saturday;14;Friday;14;Diesel for passenger cars;FR;Pontault Combault;true;Carrefour;13;0
14;14;null;EUR;Wednesday;10;Wednesday;10;Train;FR;;false;50 Jean Zay;13;0
111,8;111,8;7;EUR;Thursday;11;Thursday;15;Entertainment Expenses business partner;DE;Trittau;false;Vorburgstr 12a;11;0
81,81;81,81;20;EUR;Tuesday;18;Tuesday;7;Diesel Voiture StÃ©;FR;null;false;Evenee;13;0
13,2;13,2;null;EUR;Thursday;13;Thursday;13;Parking;FR;;true;;12;0
60;60;null;EUR;Tuesday;10;Tuesday;11;Parking;FR;null;false;null;11;0
9;9;10;EUR;Monday;15;Monday;17;Meals;ES;Mijas;true;Cafeteria C-veca S.l;12;0
71,1;71,1;20;EUR;Friday;16;Friday;16;Fuel;FR;PouancÃ©;false;Totalenergies;12;0
2,15;2,15;null;EUR;Wednesday;9;Wednesday;14;Parking;FR;Paris;false;Mps - Paybyphone;12;0
100;100;null;EUR;Friday;19;Saturday;7;Essence vÃ©hicules de tourisme;FR;Gennevilliers;false;Relais Des Alouettes;13;0
20,66;20,66;null;EUR;Tuesday;11;Thursday;16;Mileage expense;FR;Trelon;true;null;11;0
19,1;19,1;5,5;EUR;Tuesday;14;Monday;9;Lodging;FR;;false;Autrefois Le Pain;12;0
67,5;67,5;null;EUR;Thursday;15;Wednesday;9;PARKING;FR;;false;Prao;13;0
29,45;29,45;null;EUR;Friday;11;Friday;15;Mileage expense;FR;Salies-du-Salat;false;null;11;0
38,92;38,92;null;EUR;Friday;10;Friday;10;Mileage expenses;FR;Morbihan;true;null;13;0
19,53;19,53;null;EUR;Wednesday;10;Thursday;10;Mileage expenses;FR;Quiberon;true;null;11;0
90,43;90,43;null;EUR;Thursday;11;Thursday;11;Mileage expenses;FR;Vannes;true;null;11;0
28,9;28,9;null;EUR;Friday;16;Wednesday;14;TAXI;FR;Paris;false;Lo Daniel;13;0
20,85;20,85;null;EUR;Thursday;7;Thursday;7;Parking;ES;Barcelona;false;Loreto s.l.;12;0
9,4;9,1;5,5;EUR;Wednesday;8;Wednesday;6;Collation, vente Ã  emporter;FR;Croix;false;La Croix Rouge;12;0
4;4;null;EUR;Tuesday;11;Thursday;14;Parking;FR;null;false;null;11;0
19,2;19,2;null;EUR;Saturday;7;Saturday;7;Parking;FR;Paris;false;Paybyphone;11;0
44,95;44,95;20;EUR;Wednesday;13;Wednesday;15;.;FR;null;false;Fouille;13;0
700;700;null;EUR;Tuesday;11;Friday;16;ActivitÃ© FestiGourmand;FR;;true;Jean JaurÃ¨s;12;0
14,4;14,4;10;EUR;Tuesday;14;Tuesday;7;Meals;FR;Paris;false;P Ci Rtl Oceane;null;0
36,4;36,4;null;EUR;Thursday;10;Thursday;14;Frais divers;FR;null;false;null;11;0
22;22;null;EUR;Wednesday;6;Thursday;12;Parking;FR;null;false;null;12;0
2,7;2,7;null;EUR;Tuesday;12;Friday;16;Parking;FR;null;true;null;13;0
94,96;94,96;null;EUR;Monday;19;Monday;19;Mileage expense;FR;Metz;true;null;13;0
22;19,4;null;EUR;Wednesday;12;Wednesday;9;Repas;FR;Toulouse;false;Sarl Do;11;0
48,5;48,5;10;EUR;Friday;12;Sunday;0;Taxi;FR;null;false;null;null;0
48;30;5,5;EUR;Thursday;20;Thursday;20;Lunch customer;FR;Pont;false;Free;13;0
1,6;1,6;null;EUR;Wednesday;10;Tuesday;7;Postal charges;FR;null;true;null;null;0
4,2;4,2;null;EUR;Monday;10;Sunday;20;PÃ©age Autoroute;FR;null;false;null;11;0
35,98;35,98;null;EUR;Sunday;10;Tuesday;10;Taxi;ES;Madrid;false;Obnise 6;13;0
1,5;1,5;10;EUR;Sunday;8;Friday;15;Misc;FR;Paris;false;Daumesnil;12;0
290;290;null;EUR;Thursday;15;Thursday;15;IFFM;FR;;false;;12;0
70;70;20;EUR;Sunday;16;Sunday;18;Fournitures de bureau;FR;Montrouge;false;Apple Distribution International;13;0
3,8;3,8;null;EUR;Wednesday;11;Friday;10;Transportation;FR;null;false;null;11;0
66,4;66,4;10;EUR;Wednesday;10;Tuesday;22;Transportation;FR;null;false;null;11;0
10,45;10,45;null;EUR;Thursday;1;Sunday;17;Meals;FR;;false;Zone De La TuiliÃ¨re;13;0
27;27;null;EUR;Sunday;14;Wednesday;19;Billets Transport;FR;Lille;false;Sncf;12;0
25,12;25,12;null;KES;Thursday;9;Friday;12;Accomodation;KE;null;false;Mizinganiseafront;12;0
11,55;11,55;20;EUR;Sunday;23;Wednesday;17;Equipment;FR;Lagny Sur Marne;false;Bureau VallÃ©e;13;0
320,64;320,64;null;EUR;Wednesday;10;Wednesday;7;Mileage expense;FR;La Roche-sur-Yon;true;null;11;0
2,3;2,3;20;EUR;Monday;15;Monday;15;Toll;FR;;true;;12;0
16,33;15;5,5;EUR;Monday;10;Tuesday;10;Meals;FR;Paris;false;Carrefour;13;0
10,5;10,5;null;EUR;Tuesday;12;Tuesday;10;Lunch;FR;;false;Hotel;13;0
65;65;null;EUR;Tuesday;11;Thursday;9;Meals;EE;Tallinn;false;Tsunft;12;0
48,2;24,1;10;EUR;Monday;11;Monday;15;Transportation subscription;FR;null;false;null;11;0
18;16;null;EUR;Monday;11;Monday;11;Repas seul Midi Province;FR;null;true;null;12;0
17;17;null;EUR;Friday;12;Wednesday;8;Repas seul Midi Province;FR;null;false;null;13;0
9,25;9,25;null;EUR;Tuesday;11;Thursday;7;Repas seul Midi Province;FR;null;false;null;12;0
16;16;null;EUR;Thursday;12;Thursday;15;Repas seul Midi Province;FR;null;false;null;11;0
25;17;null;EUR;Tuesday;11;Monday;9;Repas seul Midi Province;FR;null;false;null;12;0
2,6;2,6;20;EUR;Thursday;9;Saturday;7;Taxi;FR;;false;Grand B;13;0
16,9;16,9;null;EUR;Thursday;7;Wednesday;16;Subway;FR;Paris;false;Ratp;13;0
19,4;19,4;null;EUR;Tuesday;0;Friday;0;RM - Forfait DÃ©jeuner;FR;;false;;12;0
19;19;null;EUR;Wednesday;11;Wednesday;14;RM - Forfait DÃ©jeuner;FR;null;false;null;11;0
19,4;19,4;null;EUR;Monday;11;Friday;10;RM - Forfait DÃ©jeuner;FR;null;false;null;11;0
19,4;19,4;null;EUR;Tuesday;10;Thursday;4;RM - Forfait DÃ©jeuner;FR;null;false;null;11;0
19,4;19,4;null;EUR;Thursday;10;Tuesday;12;RM - Forfait DÃ©jeuner;FR;null;false;null;11;0
19,1;19,1;null;EUR;Monday;10;Monday;6;RM - Forfait DÃ©jeuner;FR;null;false;null;11;0
50;50;null;EUR;Thursday;10;Monday;13;Car;FR;null;false;null;null;0
27,55;27,55;null;EUR;Monday;10;Thursday;8;Mileage expense;FR;La Roche-sur-Yon;true;null;11;0
569,42;569,42;null;EUR;Monday;10;Monday;13;Mileage expense;FR;Paris;true;null;11;0
86,41;86,41;null;EUR;Monday;10;Friday;7;Mileage expense;FR;Thales Global Services, Avenue Morane Saulnier, VÃ©lizy-Villacoublay, France;true;null;11;0
3,8;3,8;null;EUR;Wednesday;12;Sunday;16;Transportation;FR;Paris;false;Ratp;13;0
7,5;7,5;null;EUR;Wednesday;12;Tuesday;10;APROD - TRANSFERS;FR;Paris;false;STUART;11;0
47,28;47,28;10;EUR;Sunday;23;Sunday;7;Hotel;FR;Rennes;false;Ibis Hotel;12;0
15,4;15,4;10;EUR;Wednesday;11;Friday;12;V- Services;FR;Lyon;false;Brasserie Lola;12;0
3;3;null;EUR;Tuesday;23;Tuesday;14;Toll;FR;null;false;null;12;0
17,82;17,82;null;EUR;Thursday;11;Monday;19;Lunch;FR;;false;Asian Legend;13;0
20;20;null;SAR;Wednesday;11;Wednesday;12;Fuel;SA;null;false;Starbucks;11;0
23,91;23,91;null;EUR;Monday;4;Tuesday;4;Uber;FR;Lyon;false;Uber;0;0
120;120;20;EUR;Friday;10;Friday;13;Prestations diverses;FR;boisseuil;false;4 Elements;12;0
17;17;20;EUR;Friday;12;Monday;18;Misc;FR;Lyon;false;Franprix;13;0
4,1;4,1;null;EUR;Wednesday;8;Wednesday;8;Toll;FR;;false;;13;0
114,5;50;10;EUR;Tuesday;11;Tuesday;11;Agency - Agency client receptions;FR;null;false;null;11;0
8,75;8,75;null;EUR;Wednesday;8;Wednesday;9;Agency - Agency client receptions;FR;null;false;Auchan;11;0
54,7;50;20;EUR;Friday;11;Friday;15;Agency - Agency client receptions;FR;Clichy;false;Amazon Eu Sarl;11;0
1976;1976;null;EUR;Sunday;13;Sunday;13;Flat-rate indemnities;DE;null;false;null;11;0
21,15;21,15;5,5;EUR;Thursday;10;Friday;15;Office supply purchase - Paper;FR;null;false;null;11;0
4,61;4,61;null;TND;Tuesday;6;Tuesday;10;Flight;TN;Tunis;false;Recipient;11;0
43,1;26,1;20;EUR;Tuesday;16;Thursday;11;Regions diner;FR;Saint Priest;false;Station Bp;13;0
92,98;16;null;EUR;Monday;10;Monday;19;Internet;FR;Angers;false;Orange;13;0
7,65;7,65;null;EUR;Wednesday;12;Wednesday;14;Mileage expense;FR;Taupont;false;null;11;0
15;15;null;EUR;Tuesday;10;Friday;9;Repas Province - Midi;FR;null;false;null;11;0
128,75;18;10,9;EUR;Saturday;13;Sunday;8;DÃ©jeuner seul;FR;La Queue;false;Multi Churrasco;12;0
88,85;88,85;null;CHF;Tuesday;11;Tuesday;14;Technical literature;PT;null;false;null;11;0
34,3;19,4;null;EUR;Thursday;10;Tuesday;12;Lunch Hors Paris;FR;null;false;null;11;0
15,49;15,49;10;EUR;Thursday;17;Friday;18;Meals;FR;MÃ¢con;false;Rel.macon La Salle;13;0
891,5;891,5;null;EUR;Tuesday;7;Wednesday;12;Group meal / Catering expenses;FR;Saintes;false;Sarl Les Baumelles;13;0
74,26;74,26;null;EUR;Wednesday;12;Wednesday;12;Hotel (Ile de France with breakfast);FR;null;false;null;11;0
13,6;13,6;null;EUR;Tuesday;12;Tuesday;7;Lunch Province;FR;;false;;13;0
11,99;11,99;null;EUR;Monday;10;Monday;15;Equipment;FR;;true;Adobe;12;0
203,03;200;null;EUR;Thursday;10;Thursday;15;Mileage expense;FR;Lattes;true;null;11;0
16;15;10;EUR;Sunday;10;Wednesday;9;Meals;ES;null;true;La Maleta;11;0
11,45;11,45;8,5;EUR;Saturday;11;Monday;17;Meals;FR;Firminy;true;La BoulangÃ¨re De Marie BlachÃ¨re.;13;0
96,09;96,09;20;EUR;Monday;17;Monday;17;Diesel;FR;Beaune;false;Intermarche;12;0
69,99;69,99;20;EUR;Wednesday;7;Tuesday;11;Online application subscription;FR;null;true;null;11;0
106,8;106,8;20;EUR;Monday;11;Monday;13;Online application subscription;FR;null;true;null;11;0
46,94;46,94;null;EUR;Tuesday;11;Monday;11;Internet;FR;null;false;null;11;0
12,8;12,8;0;EUR;Tuesday;17;Sunday;17;Repas;FR;;false;;null;0
3,8;3,8;null;EUR;Monday;22;Friday;6;Metro - Tramway - Bus;FR;null;false;null;11;0
38,61;38,61;null;EUR;Thursday;11;Thursday;14;Mileage expense;FR;null;true;null;11;0
6,9;6,9;null;EUR;Tuesday;10;Tuesday;13;Mileage expense;FR;Sorgues;true;null;11;0
3,4;3,4;null;EUR;Sunday;13;Friday;8;Transportation;DE;Hamburg;true;Einzelkarte;12;0
90;20;10;EUR;Tuesday;10;Tuesday;14;Lunch;FR;Paris;false;Bar Restaurant;12;0
12,36;12,36;null;USD;Sunday;11;Monday;13;Visa / Fees / Tax Stamps;FR;null;false;null;11;0
50;22,6;5,5;EUR;Sunday;15;Monday;6;Dinner Hors Paris;FR;MÃ©rignac;false;Reignac;12;0
40,5;40,5;null;EUR;Tuesday;18;Tuesday;9;Lodging;FR;Bruay La BuissiÃ¨re;true;Bruno Et David Decarpigny;13;0
9,5;9,5;10;EUR;Monday;11;Wednesday;13;Lunch Paris;FR;null;false;null;11;0
44,8;44,8;10;EUR;Thursday;12;Thursday;16;Repas avec 2 clients;FR;;true;le val de gartempe;12;0
74,8;74,8;10;EUR;Saturday;12;Saturday;14;Lodging;FR;;false;Louvre Hotels;12;0
85;85;null;EUR;Tuesday;11;Tuesday;13;Services;FR;null;false;null;11;0
45;20;5,5;EUR;Thursday;11;Tuesday;13;Lunch / Province;FR;Clermont;false;Banque Populaire;0;0
18,4;18,4;20;EUR;Tuesday;10;Friday;9;Lunch / Province;FR;null;false;null;11;0
7,95;7,95;21;EUR;Wednesday;14;Monday;10;Misc;ES;Barcelona;false;C Jacint Verdaguer 25;13;0
6,7;6,7;null;EUR;Tuesday;12;Monday;6;Parking;FR;;false;;13;0
9,7;9,7;5,5;EUR;Tuesday;10;Thursday;21;Lunch;FR;;true;L'angÃ©lique;12;0
16,75;16,75;5,5;EUR;Wednesday;13;Wednesday;20;Fournitures diverses;FR;;false;Lidl;12;0
20,1;20,1;null;EUR;Monday;10;Monday;17;Parking;ES;null;false;null;11;0
80;16;null;EUR;Friday;10;Sunday;13;Home Office;FR;null;false;null;11;0
16;11,73;null;EUR;Friday;11;Friday;12;Home Office;FR;null;false;null;11;0
4,2;4,12;null;EUR;Monday;10;Wednesday;8;REPAS CORONAVIRUS 1;FR;null;false;null;11;0
73;73;10;EUR;Sunday;11;Saturday;18;Transport en commun;FR;Marseille;false;M Quentin Bradu;11;0
4,5;4,5;null;EUR;Friday;14;Friday;14;Equipment;ES;;true;Cliente;12;0
38,99;19,5;null;EUR;Friday;22;Monday;20;Phone subscription;FR;null;true;Bouygues;13;0
3,49;3,49;null;EUR;Tuesday;7;Tuesday;10;Phone subscription;FR;null;false;null;11;0
5,6;5,6;20;EUR;Wednesday;13;Sunday;11;Ticketing;FR;null;false;Payer Park Eur;12;0
75,2;75,2;null;EUR;Sunday;8;Tuesday;15;Transportation;FR;null;false;Ratp;11;0
27,6;27,6;null;EUR;Wednesday;10;Wednesday;7;Metro tickets / bus;FR;null;false;null;11;0
13,5;13,5;10;EUR;Tuesday;12;Wednesday;19;Repas midi province;FR;Limoges;false;TB Limoges sud;12;0
11,67;11,67;7,7;EUR;Thursday;13;Friday;18;Repas midi province;FR;;false;U Express;12;0
1341,75;1341,75;null;EUR;Tuesday;7;Tuesday;7;Mileage;FR;SAINT ETIENNE;true;null;12;0
4,63;4,63;4;EUR;Friday;12;Friday;19;Phone;ES;Sitges;false;Es44;11;0
349,79;349,79;20;EUR;Friday;17;Friday;9;Car;FR;Paris;true;Sixt;11;0
270;270;null;EUR;Thursday;21;Monday;12;Meals;FR;Paris;false;Le Bistrot De Paris;11;0
28,72;28,72;null;EUR;Friday;11;Friday;11;Mileage expense;FR;BEUZEVILLE;true;null;13;0
1,4;1,4;null;EUR;Wednesday;9;Wednesday;9;Mileage expense;FR;Angers;true;null;12;0
4,5;4,5;20;EUR;Tuesday;10;Tuesday;8;Fuel;FR;null;false;Hypermarket;11;0
25,9;25,9;null;EUR;Tuesday;2;Monday;11;Meals;FR;;true;Parc Cd;12;0
4,2;4,2;20;EUR;Friday;9;Friday;14;Parking;FR;Bourg;false;CrÃ©dit Agricole;12;0
70,12;70,12;null;EUR;Wednesday;0;Wednesday;19;Mileage expense;RE;93 Rue Octave Benard, l'Ã‰tang-SalÃ© les Bains, RÃ©union;true;null;11;0
63;63;10;EUR;Tuesday;10;Tuesday;11;Lunch province;FR;MÃ©rignac;false;Le Clap;13;0
6;6;null;EUR;Wednesday;18;Wednesday;18;A- Breakfast flat fee;FR;;false;;13;0
20;20;null;EUR;Tuesday;11;Tuesday;11;Flight;DE;null;false;null;null;0
288,8;20;12,7;EUR;Friday;12;Monday;8;Meals;FR;;false;La CrÃ©maillÃ¨re;13;0
30,1;30,1;null;EUR;Thursday;10;Tuesday;13;INDEMINTES KILOMETRIQUES;FR;La TrinitÃ©;true;null;11;0
52,86;52,86;null;EUR;Wednesday;10;Friday;12;INDEMINTES KILOMETRIQUES;FR;Cavalaire-sur-Mer;true;null;11;0
26,6;26,6;13;EUR;Wednesday;14;Thursday;8;Meals;PT;;true;Vipiras Comp T Rte;12;0
14,28;14,28;null;EUR;Saturday;11;Wednesday;23;OTHER COSTS;FR;null;false;null;11;0
40,31;40,31;25;DKK;Wednesday;12;Wednesday;13;19-Dinner;DK;Kobenhavn;true;Illum;13;0
33;25;null;EUR;Monday;9;Sunday;9;Parking;FR;Antony;false;Hp Antony;12;0
70,3;70,3;null;EUR;Monday;11;Sunday;21;Meals;FR;;false;Theoriginals;12;0
250,58;250,58;null;EUR;Friday;12;Thursday;10;Lodging;HU;Pest;false;Cortilebudapesthotel;11;0
37,97;37,97;3,83;EUR;Thursday;23;Wednesday;19;Phone / Internet;FR;Paris;false;Free;5;0
12,35;12,35;20;EUR;Tuesday;14;Monday;15;Parking;FR;null;false;Ne Pas Ne Pas;11;0
42,5;42,5;null;EUR;Monday;12;Monday;10;Transportation;FR;Paris;false;Club;11;0
